names,Root179,Root9,Root562,Root480,Root935,Root569,Root123D2,Root329,Root565,Root217,Root491,Root241,Root773,Root240,Root630,Root750,Root11,Root70,Root154,Root149,Root318D1,Root411,Root1252,Root401,Root170,Root559,Root227,Root135,Root920,Root105,Root1293,Root1203,Root444D2,Root1277,Root280D1,Root766,Root147,Root787,Root172,Root137,Root102,Root68,Root381,Root189,Root278,Root604,Root1212,Root670,Root761,Root483D1,Root685,Root83,Root768D1,Root763,Root1294,Root267,Root22,Root482,Root1240,Root764,Root157,Root745,Root101,Root1280,Root265,Root236,Root140,Root1221,Root332,Root81,Root811,Root61,Root472D3,Root1257,Root554,Root756,Root1295,Root710,Root774,Root614,Root53,Root777,Root436,Root564,Root782,Root369,Root166,Root728,Root762,Root1304,Root107,Root748,Root729,Root4,Root736,Root100,Root809,Root797,Root405,Root535,Root136,Root690,Root538,Root708,Root772,genotype,group
SC.dde2.R.2.3,0.019105046,0.041891463,0.010853697,0.043097429,0.416058394,0.022786417,0.007045382,0.016566169,0.01294827,0.090384005,0.010726753,0.092224691,0.018406855,0.003998731,0.003744843,0.000634719,0,0.002856236,0.004189146,0.001523326,0.003046652,0.003046652,0.000634719,0.03052999,0.012567439,0.007807045,0.004379562,0.002221517,0,0.010472866,0.000761663,0.003237068,0.004379562,0.002475405,0.010472866,0.000507775,0,0.000761663,0.002284989,0.002792764,0.002729292,0.000507775,0.000126944,0.00863218,0.003998731,0,0.002792764,0.004569978,0.001015551,0.002031101,0.00133291,0.001523326,0,0.001205966,0.00031736,0.000888607,0.008695652,0.001459854,0.000571247,0.003935259,0.000190416,0,0,6.35E-05,0.002411933,0.00031736,0.00031736,0,0,6.35E-05,0.000126944,0.002538877,0.006156776,0.001269438,0.000507775,6.35E-05,0,0,0,0.000253888,0.000126944,0,0.017200889,0.000126944,0,0.000126944,0,0,0,0,0,6.35E-05,0,0.000126944,0.000190416,0,0,0,0,0,0,0,0,0,0,dde2,not_rescued
SC.dde2.R.2.2,0.01336757,0.081791405,0.008685145,0.030133676,0.458349067,0.041462125,0.010120082,0.01789895,0.008760668,0.071142663,0.008232007,0.069103542,0.022656899,0.008609622,0.000226569,0.000906276,0,0.002416736,0.003549581,0.001283891,0.00377615,0.00302092,0.000302092,0.019711502,0.007174685,0.001359414,0.004304811,0.002567782,0,0.006343932,0.000302092,0.003323012,0.005135564,0.002190167,0.013518616,0.000604184,0,0.000679707,0.002416736,0.00226569,0.002945397,0.00151046,0,0.001661506,0.002114644,7.55E-05,0.002643305,0.003700627,0.001434937,0.001057322,0.000981799,0.001132845,0,0.00075523,0.000302092,0.000226569,0.00604184,0.000981799,0.001208368,0.00830753,7.55E-05,0,7.55E-05,7.55E-05,0.00075523,7.55E-05,0.000226569,0,0,0.000226569,0,0.00226569,0.000151046,0.001057322,0.000679707,0,0,0,0,0.000453138,0,0,0.01865418,0,0,0,0,0,7.55E-05,0,7.55E-05,0,0,0.000151046,7.55E-05,7.55E-05,0,0,0,0,0,0,0,0,0,dde2,not_rescued
SC.dde2.R.3.3,0.011649648,0.155616281,0.004170861,0.036099525,0.38127427,0.072486696,0.010930534,0.020279016,0.010786711,0.071479937,0.008341723,0.072774342,0.003451747,0.00100676,0.00359557,0.000862937,0,0.005465267,0.002013519,0.002301165,0.005033798,0.002444988,0.001294405,0.016251978,0.013950813,0.010355242,0.001582051,0.001294405,0,0.003883216,0.000431468,0.002157342,0.001150582,0.008485546,0.007334963,0.000719114,0,0.000287646,0.001869697,0.004314684,0.002013519,0.000862937,0.000143823,0.002732633,0.001150582,0,0.00359557,0.004027039,0.000431468,0.001725874,0.001869697,0.000575291,0,0,0.000431468,0.001438228,0.002588811,0.000862937,0.001582051,0.000431468,0,0,0,0.001150582,0.001582051,0,0,0,0,0.000719114,0.000143823,0.002732633,0.000431468,0.001438228,0.000431468,0,0,0,0,0,0,0,0.006759672,0,0,0,0,0,0.000143823,0,0,0,0,0.000575291,0,0,0,0,0,0,0,0,0,0,0,dde2,not_rescued
SC.dde2.R.3.2,0.016454036,0.140336235,0.007034697,0.040300465,0.369858114,0.077023966,0.011923214,0.018480982,0.010850125,0.076427805,0.009538572,0.071777751,0.00500775,0.001192321,0.002980804,0.000834625,0,0.006319304,0.002861571,0.001550018,0.004173125,0.002623107,0.001311554,0.017288661,0.012519375,0.012280911,0.00166925,0.001907714,0,0.005126982,0.000476929,0.002861571,0.001311554,0.008227018,0.008465482,0.001073089,0,0.000238464,0.002980804,0.003219268,0.002384643,0.000715393,0,0.002265411,0.001788482,0,0.0033385,0.004530822,0.000357696,0.000476929,0.001550018,0.000834625,0,0,0.000357696,0.001907714,0.001907714,0.001311554,0.002146179,0.000476929,0,0,0,0.000715393,0.001907714,0,0.000119232,0,0,0,0.000238464,0.002861571,0.000596161,0.001311554,0.000715393,0,0,0,0,0,0,0,0.005603911,0.000357696,0,0,0.000238464,0,0,0,0.000119232,0,0,0.000357696,0,0,0,0,0,0,0,0,0,0,0,dde2,not_rescued
SC.dde2.R.3.1,0.014767664,0.12667091,0.007129217,0.0359007,0.385359644,0.068491407,0.009038829,0.020114577,0.009802673,0.076257161,0.010566518,0.072947167,0.003309994,0.001400382,0.003946531,0.000763845,0,0.007638447,0.002800764,0.001782304,0.004583068,0.003309994,0.001400382,0.022024188,0.011075748,0.013112667,0.002036919,0.002673456,0,0.005856143,0.000127307,0.002800764,0.001273074,0.009802673,0.008784214,0.00050923,0,0.000381922,0.002418842,0.003819223,0.003564609,0.001273074,0.000127307,0.002928071,0.002164227,0,0.004328453,0.003182686,0.000381922,0.001909612,0.001400382,0.00101846,0,0,0.000254615,0.001400382,0.001909612,0.00101846,0.002291534,0.000127307,0,0,0,0.000636537,0.001654997,0.000127307,0.000127307,0,0,0,0,0.002418842,0.00101846,0.000763845,0.001527689,0,0,0,0,0.000254615,0,0,0.006365372,0.000254615,0.000127307,0,0.000127307,0.000127307,0,0,0.000127307,0,0,0.000381922,0,0,0,0,0,0,0,0,0,0,0,dde2,not_rescued
SC.della.R.1.2,0.017714968,0.071058917,0.015724522,0.070859873,0.236265924,0.092754777,0.017117834,0.040207006,0.022890127,0.05513535,0.035031847,0.050159236,0.093550955,0.013335987,0.001194268,0.000398089,0,0,0.001393312,0.003582803,0.005175159,0.005971338,0.000796178,0.047173567,0.015724522,0.003184713,0.007961783,0.006369427,0,0.003184713,0.005175159,0.005971338,0.000199045,0.001592357,0.011544586,0.000199045,0.000199045,0,0.004378981,0.000995223,0.003980892,0.001194268,0.000199045,0.001393312,0.004179936,0,0.001194268,0.004976115,0,0.000398089,0.000597134,0.001393312,0,0,0.000597134,0.000199045,0.000199045,0.003582803,0.000597134,0,0,0,0,0.000199045,0.000199045,0.000199045,0,0,0,0,0.000995223,0.00258758,0.000796178,0.002388535,0.000995223,0,0,0,0,0,0.000597134,0,0.001592357,0,0,0.000398089,0,0,0,0.000199045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.1.1,0.020328599,0.037037037,0.007518797,0.106655528,0.304093567,0.037872459,0.020607073,0.024505709,0.019214703,0.042049568,0.022556391,0.06321359,0.083820663,0.010303537,0.006961849,0.000278474,0,0,0.00139237,0.006404901,0.00278474,0.003620162,0.000835422,0.032581454,0.020607073,0.00278474,0.007797271,0.004734057,0,0.005291005,0.006404901,0.008354219,0.002227792,0.003063214,0.012531328,0,0,0,0.00278474,0.001670844,0.004177109,0.000835422,0,0.003898635,0.002227792,0,0.003341688,0.007518797,0.000278474,0.000835422,0.004734057,0.004455583,0,0,0,0.001113896,0.006683375,0.003898635,0.000556948,0,0.000278474,0,0,0,0.00139237,0,0.000278474,0,0,0.000835422,0.000278474,0.00278474,0.00139237,0.002227792,0.002506266,0,0,0,0,0.000278474,0,0.000278474,0.009468115,0,0,0.000278474,0,0,0,0.000278474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.1.3,0.018830525,0.046580773,0.012388503,0.086223984,0.324578791,0.056987116,0.015361744,0.027750248,0.024777007,0.052527255,0.020317146,0.060951437,0.078295342,0.009910803,0.002973241,0.00049554,0,0,0.001982161,0.003468781,0.005946482,0.003964321,0.00049554,0.032705649,0.015857284,0.004955401,0.008424182,0.004459861,0,0.002973241,0.002477701,0.005450942,0.00148662,0.004955401,0.010901883,0,0,0,0.005450942,0.002973241,0.005450942,0,0,0.005946482,0.00148662,0,0.00148662,0.002477701,0,0,0.002477701,0.001982161,0,0,0.00049554,0,0.002477701,0.00148662,0.00148662,0,0,0,0,0.00049554,0.00049554,0,0,0,0,0,0.00049554,0.002477701,0.00049554,0,0.002973241,0,0,0,0,0,0,0,0.005946482,0.00049554,0,0.00099108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.4.2,0.018834499,0.028251748,0.008298368,0.035617716,0.436829837,0.068438228,0.007645688,0.020606061,0.005314685,0.078974359,0.00969697,0.048578089,0.023776224,0.004568765,0.016783217,0.001585082,0,0.007365967,0.001585082,0.001771562,0.001864802,0.002331002,0.001864802,0.026666667,0.009230769,0.024055944,0.002797203,0.001958042,0,0.002424242,0.004755245,0.006060606,0.000559441,0.000932401,0.01006993,0.001678322,0,9.32E-05,0.003076923,0.015477855,0.001491841,0.000652681,0.00018648,0.003076923,0.004568765,9.32E-05,0.004009324,0.001958042,0.00027972,0.001118881,0.000839161,0.000932401,0,0.001771562,0.00037296,0.000745921,0.011375291,0.004848485,0.002331002,0.002051282,9.32E-05,0,9.32E-05,0,0.001771562,0.0004662,0.00027972,0,0.00018648,0,0.0004662,0.004289044,0.00018648,0.001118881,0.000652681,0,0,9.32E-05,0,0.000745921,9.32E-05,0.00018648,0.004382284,0.00037296,0,0,0.00027972,0,9.32E-05,0,0,0,0,0.000745921,9.32E-05,9.32E-05,0,9.32E-05,0,0,0,0,0,0,0,della,rescued
SC.della.R.4.1,0.030661556,0.063822696,0.008248625,0.043326112,0.333111148,0.038910182,0.014747542,0.016413931,0.01058157,0.101733044,0.010831528,0.078653558,0.012997834,0.001583069,0.029245126,0.001666389,8.33E-05,0.012164639,0.001916347,0.002832861,0.004082653,0.003332778,0.002666222,0.015414098,0.009748375,0.032411265,0.003666056,0.00149975,0,0.005082486,0.004999167,0.003916014,0.000999833,0.002249625,0.010164973,0.000249958,0,0.000166639,0.004249292,0.008665222,0.003666056,0.001166472,0.000416597,0.003749375,0.00449925,0,0.005082486,0.002416264,0.000583236,0.001583069,0.003166139,0.001083153,0,0.001249792,0.000583236,0.002582903,0.009998334,0.002832861,0.004082653,0.003832695,0.000666556,0,0,0,0.001583069,0,0.000249958,0.000249958,0,0.000166639,0.000333278,0.002582903,8.33E-05,0.001999667,0.001833028,0,0,0,8.33E-05,0.000166639,0,0,0.007665389,0.000249958,0,0,0.000249958,0,8.33E-05,0,0,0,0,0.001749708,0.000166639,8.33E-05,8.33E-05,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.4.3,0.05380117,0.06871345,0.007894737,0.056432749,0.343567251,0.037426901,0.007017544,0.020760234,0.007017544,0.127192982,0.007894737,0.044152047,0.008187135,0.000584795,0.014327485,0.002339181,0,0.01754386,0.002046784,0.002631579,0.002339181,0.001754386,0.003216374,0.028947368,0.012280702,0.020467836,0.002046784,0.003216374,0,0.002631579,0.004678363,0.001461988,0.001754386,0.000584795,0.005847953,0.001169591,0,0,0.002339181,0.018128655,0.001169591,0,0,0.003508772,0.002046784,0,0.00497076,0.000584795,0,0.000877193,0.000877193,0.002046784,0,0.001169591,0,0.000877193,0.01374269,0.002923977,0.003216374,0.002923977,0.000877193,0,0.000584795,0,0.001169591,0,0,0,0,0.001461988,0,0.002339181,0.000292398,0.000584795,0.000584795,0,0,0,0,0.000292398,0,0,0.007309942,0,0,0,0.000292398,0,0,0,0,0,0,0.000877193,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.5.2,0.008583691,0.038626609,0.017167382,0.021459227,0.510729614,0.008583691,0,0.038626609,0.004291845,0.064377682,0.008583691,0.055793991,0.008583691,0.004291845,0.042918455,0.004291845,0,0.008583691,0.004291845,0,0.004291845,0.004291845,0,0.017167382,0,0.034334764,0,0.004291845,0,0,0.004291845,0,0,0,0.008583691,0,0,0.004291845,0.004291845,0.030042918,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0.008583691,0,0,0.004291845,0.004291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008583691,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.5.3,0.007731959,0.023195876,0.007731959,0.023195876,0.358247423,0.010309278,0.00257732,0.015463918,0.005154639,0.113402062,0.007731959,0.090206186,0.018041237,0.00257732,0.038659794,0,0,0.007731959,0.00257732,0.00257732,0.00257732,0.00257732,0.00257732,0.023195876,0.00257732,0.077319588,0.005154639,0.005154639,0,0.00257732,0,0,0,0.005154639,0.028350515,0,0,0,0.007731959,0.012886598,0,0.00257732,0,0,0.00257732,0,0.00257732,0.00257732,0.005154639,0.00257732,0,0.00257732,0,0.005154639,0,0,0.015463918,0,0.005154639,0.007731959,0,0,0,0,0.007731959,0,0,0,0,0,0,0.005154639,0.00257732,0,0,0,0,0,0,0,0.00257732,0,0.010309278,0.00257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.della.R.5.1,0.013157895,0.01754386,0.006578947,0.015350877,0.451754386,0.010964912,0,0.024122807,0.00877193,0.098684211,0.002192982,0.059210526,0.00877193,0.006578947,0.050438596,0,0,0.004385965,0.006578947,0,0.010964912,0.002192982,0.002192982,0.021929825,0,0.046052632,0.002192982,0.006578947,0,0.004385965,0,0.006578947,0.006578947,0.006578947,0.00877193,0,0,0.002192982,0,0.00877193,0,0.002192982,0,0,0.002192982,0,0.004385965,0.004385965,0,0,0.002192982,0.002192982,0,0.004385965,0.002192982,0.002192982,0.01754386,0,0.004385965,0.004385965,0,0,0,0,0.002192982,0,0,0,0,0,0,0.00877193,0.002192982,0,0.002192982,0,0,0,0,0.002192982,0,0,0.00877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,della,rescued
SC.jazq.R.5.3,0.005965697,0.024608501,0.004474273,0.011185682,0.458612975,0.016405667,0.006711409,0.016405667,0.011185682,0.082774049,0.008948546,0.074571216,0.011931394,0.019388516,0.025354213,0.000745712,0,0.004474273,0.003728561,0.002982849,0.005965697,0.004474273,0,0.011931394,0.006711409,0.043251305,0.001491424,0.003728561,0,0.004474273,0.000745712,0.001491424,0.001491424,0.006711409,0.017897092,0.002237136,0,0,0.000745712,0.014168531,0.000745712,0.000745712,0,0,0.003728561,0,0.002982849,0,0,0,0.002237136,0.000745712,0,0.005965697,0.000745712,0.002237136,0.013422819,0.004474273,0.006711409,0.009694258,0,0,0,0.001491424,0.002982849,0.000745712,0.002237136,0,0,0,0,0.005219985,0,0.002982849,0.000745712,0,0,0,0,0,0,0,0.008948546,0,0,0.000745712,0,0,0,0,0,0,0,0.001491424,0,0,0,0,0,0,0,0,0,0,0,jazq,not_rescued
SC.jazq.R.5.1,0.004934211,0.034539474,0.004111842,0.010690789,0.449835526,0.018914474,0.003289474,0.014802632,0.008223684,0.086348684,0.009046053,0.059210526,0.010690789,0.013980263,0.024671053,0.003289474,0,0.004934211,0.004934211,0.002467105,0.006578947,0.001644737,0.000822368,0.03125,0.003289474,0.046875,0.000822368,0.004934211,0,0.008223684,0.002467105,0.002467105,0.001644737,0.007401316,0.023848684,0.000822368,0,0.000822368,0.001644737,0.004934211,0.002467105,0.000822368,0,0,0.001644737,0,0.002467105,0.003289474,0.000822368,0.000822368,0.002467105,0.002467105,0,0.003289474,0,0.002467105,0.013157895,0.005756579,0.004111842,0.005756579,0,0,0,0,0.001644737,0,0.001644737,0,0,0,0,0.006578947,0,0.004111842,0.000822368,0,0,0,0,0,0,0,0.011513158,0,0,0,0,0,0,0,0,0,0,0.000822368,0.000822368,0,0,0.000822368,0,0,0,0,0,0,0,jazq,not_rescued
SC.jazq.R.5.2,0.00399361,0.039936102,0.002396166,0.016773163,0.401757188,0.018370607,0.007188498,0.019968051,0.009584665,0.089456869,0.015974441,0.07028754,0.00798722,0.017571885,0.026357827,0.002396166,0,0.008785942,0.003194888,0.001597444,0.00399361,0.001597444,0,0.026357827,0.002396166,0.049520767,0.001597444,0.005591054,0,0.003194888,0.000798722,0.00399361,0.002396166,0.005591054,0.024760383,0.001597444,0,0.000798722,0.00399361,0.012779553,0.000798722,0.000798722,0,0,0.00399361,0,0.002396166,0.004792332,0.002396166,0.001597444,0.002396166,0.002396166,0,0.003194888,0,0.001597444,0.011980831,0.003194888,0.008785942,0.00798722,0,0,0,0.000798722,0.00399361,0,0.001597444,0,0,0,0,0.009584665,0,0.001597444,0,0,0,0,0,0,0,0,0.006389776,0.000798722,0,0,0.000798722,0,0.000798722,0,0,0,0,0.000798722,0,0,0,0,0,0,0,0,0,0,0,jazq,not_rescued
SC.jazq.R.6.2,0.007163542,0.031245237,0.010059442,0.013107758,0.521414419,0.019509221,0.005029721,0.016613321,0.007925621,0.078646548,0.015241579,0.057918,0.009907026,0.010364274,0.012345679,0.000762079,0.000152416,0.003657979,0.002286237,0.003962811,0.005334553,0.001676574,0.000914495,0.020880963,0.008535284,0.027130011,0.001371742,0.002438653,0,0.003200732,0.000914495,0.006401463,0.001371742,0.001219326,0.010059442,0.001676574,0,0,0.002591068,0.008992532,0.001981405,0.001066911,0.000152416,0,0.003657979,0.000457247,0.002438653,0.003657979,0.001066911,0.001219326,0.001524158,0.001371742,0,0.004267642,0.000609663,0.001981405,0.009297363,0.001981405,0.004115226,0.004267642,0.000304832,0,0.000762079,0.000457247,0.000762079,0,0.000304832,0,0,0.000152416,0.000914495,0.002438653,0.000762079,0.002591068,0.001066911,0,0,0.000152416,0,0.000152416,0,0,0.00762079,0.000457247,0,0,0,0,0.000152416,0,0,0,0,0.000304832,0,0,0,0,0,0,0,0.002133821,0,0.001371742,0,jazq,not_rescued
SC.jazq.R.6.3,0.006838609,0.023446659,0.004493943,0.01328644,0.532434545,0.015826495,0.00332161,0.013481829,0.006057054,0.082063306,0.010550996,0.057248925,0.008597108,0.012700274,0.010941774,0.001367722,0,0.004884721,0.002540055,0.001172333,0.004298554,0.002540055,0.000195389,0.016217272,0.010355608,0.026182102,0.001172333,0.00332161,0,0.002930832,0.000781555,0.002735444,0.001172333,0.001172333,0.020906604,0.001367722,0,0.000390778,0.002540055,0.013677218,0.000781555,0.000976944,0,0,0.002735444,0,0.000586166,0.002540055,0.000976944,0.001563111,0.003126221,0.000586166,0,0.00664322,0.000390778,0.000586166,0.010941774,0.001758499,0.005470887,0.005470887,0,0,0.000195389,0.000586166,0.001758499,0,0.001563111,0,0,0.000390778,0.000195389,0.007033998,0.000195389,0.002735444,0.000976944,0,0,0,0,0.000976944,0.000390778,0,0.007620164,0.000390778,0,0,0.000586166,0,0.000390778,0,0,0,0,0.001172333,0,0.000195389,0.000195389,0.000195389,0,0,0,0.002149277,0.000195389,0.001172333,0.000390778,jazq,not_rescued
SC.jazq.R.6.1,0.00843795,0.031282157,0.008026343,0.011936612,0.532414077,0.019139741,0.006791521,0.013583042,0.00843795,0.077176374,0.011936612,0.054743774,0.011319201,0.009261165,0.013377238,0.000823215,0.000205804,0.005556699,0.002881251,0.002675448,0.004116073,0.004733484,0.000823215,0.016464293,0.011525005,0.027577691,0.001852233,0.00226384,0,0.003498662,0.001029018,0.004527681,0.001029018,0.001440626,0.011525005,0.000411607,0,0.000205804,0.003498662,0.009055361,0.001646429,0.00226384,0.000823215,0.000205804,0.001646429,0,0.00391027,0.002881251,0.001440626,0.000823215,0.001852233,0.000411607,0,0.002675448,0.000823215,0.000617411,0.006997325,0.001234822,0.004733484,0.002881251,0,0,0.000617411,0,0.001852233,0,0.001234822,0,0,0.000411607,0.000205804,0.004939288,0.001234822,0.001234822,0.001029018,0.000205804,0,0,0,0.000411607,0.000205804,0,0.007203128,0.000411607,0,0,0.000617411,0,0,0,0,0,0,0.001029018,0,0,0,0,0,0.000205804,0,0.002058037,0,0.001234822,0.000205804,jazq,not_rescued
SC.myc2.R.4.3,0.01703616,0.022790094,0.013933548,0.060811192,0.352118238,0.037569809,0.011902747,0.025272184,0.016189993,0.094996333,0.012015569,0.082529475,0.014328426,0.002369267,0.007615502,0.0020308,0,0.006825746,0.002594912,0.00349749,0.003441079,0.002256445,0.001353867,0.0481751,0.015174592,0.025779884,0.002369267,0.001071811,0,0.005697524,0.0015231,0.005584701,0.000225644,0.002369267,0.010492469,0.003271845,0,0.000112822,0.003271845,0.013595081,0.002369267,0.000676933,0.000225644,0.0015231,0.001861567,0,0.008856547,0.003553901,0.000846167,0.001466689,0.001917978,0.000620522,0,0.000902578,0.000451289,0.002594912,0.006205224,0.002200034,0.005415468,0.003271845,0.000733345,0,0,0.000112822,0.001692334,0.000282056,0.000394878,0,0,0.000169233,5.64E-05,0.005641112,0.000282056,0.0020308,0.001184634,5.64E-05,0,0,0,0.000451289,0,0.000169233,0.008574491,5.64E-05,0,0,5.64E-05,0,0,0,0,0,0,0.0005077,0.000282056,5.64E-05,0,5.64E-05,0,0,0,0,0,0,0,myc2,not_rescued
SC.myc2.R.4.1,0.021185966,0.023876247,0.016870306,0.070900123,0.295930949,0.039065127,0.013115122,0.025221388,0.014404215,0.092646564,0.013339312,0.093767515,0.01518888,0.003026567,0.007510369,0.003082614,0,0.006669656,0.003699137,0.005548705,0.002746329,0.002466091,0.000952808,0.052684677,0.013451407,0.031722901,0.003418899,0.002017711,0,0.006109181,0.001737473,0.006053133,0.000504428,0.002129806,0.011153458,0.003250757,0,0,0.003306804,0.01563726,0.002746329,0.001120951,0.00022419,0.002017711,0.002073759,0,0.010256698,0.003587042,0.001064903,0.002297949,0.001849568,0.000784665,0,0.00067257,0.000616523,0.002410044,0.007510369,0.002746329,0.006389418,0.003811232,0.000728618,0,0,0.000280238,0.001793521,0.000168143,0.00044838,0,5.60E-05,0.000112095,0.000112095,0.005156373,0.000112095,0.001513283,0.00089676,0,0,0.000112095,0,0.000728618,0.000112095,5.60E-05,0.0090797,0,5.60E-05,0,0.00022419,0,0.000112095,0,0,5.60E-05,0,0.001120951,0.000280238,0.000112095,0,0,0,0,0,0,0,0,0,myc2,not_rescued
SC.myc2.R.4.2,0.019773252,0.025092687,0.016979206,0.065767557,0.311966042,0.03745097,0.012519478,0.025146419,0.014561281,0.089946806,0.011874698,0.098919994,0.015206061,0.002525388,0.007200043,0.003062705,0,0.00612541,0.002310462,0.005534361,0.003116437,0.002202998,0.001020902,0.046531621,0.015259793,0.03229273,0.003814948,0.00128956,5.37E-05,0.00677019,0.001988072,0.004620923,5.37E-05,0.00290151,0.011014991,0.002310462,0,0,0.003277632,0.015420988,0.002471657,0.000429853,5.37E-05,0.001558218,0.002364193,0,0.010423943,0.003976143,0.001128365,0.00257912,0.001880608,0.00128956,0,0.001182097,0.000376122,0.002471657,0.0064478,0.002417925,0.005319435,0.003385095,0.00032239,0,0,0.000161195,0.002095535,0.000214927,0.00064478,0,0,0.000268658,0.000161195,0.006501531,0.000268658,0.001235828,0.001074633,0,0,5.37E-05,5.37E-05,0.000591048,5.37E-05,0.000268658,0.008973188,0.000107463,0,0,0.000107463,0,0,0,0,5.37E-05,5.37E-05,0.000805975,5.37E-05,0,0,0.000214927,0,0,0,0,0,0,0,myc2,not_rescued
