names,Root179,Root9,Root562,Root480,Root935,Root569,Root123D2,Root329,Root565,Root217,Root491,Root241,Root773,Root240,Root630,Root750,Root11,Root70,Root154,Root149,Root318D1,Root411,Root1252,Root401,Root170,Root559,Root227,Root135,Root920,Root105,Root1293,Root1203,Root444D2,Root1277,Root280D1,Root766,Root147,Root787,Root172,Root137,Root102,Root68,Root381,Root189,Root278,Root604,Root1212,Root670,Root761,Root483D1,Root685,Root83,Root768D1,Root763,Root1294,Root267,Root22,Root482,Root1240,Root764,Root157,Root745,Root101,Root1280,Root265,Root236,Root140,Root1221,Root332,Root81,Root811,Root61,Root472D3,Root1257,Root554,Root756,Root1295,Root710,Root774,Root614,Root53,Root777,Root436,Root564,Root782,Root369,Root166,Root728,Root762,Root1304,Root107,Root748,Root729,Root4,Root736,Root100,Root809,Root797,Root405,Root535,Root136,Root690,Root538,Root708,Root772,genotype,group
SC.myc2.R.5.3,0.011155734,0.013386881,0.005354752,0.012940651,0.309683177,0.013386881,0.004462294,0.017402945,0.008478358,0.114234717,0.011155734,0.089245872,0.026773762,0.014725569,0.029451138,0.005354752,0,0.005800982,0.003569835,0.002677376,0.004462294,0.005354752,0.000892459,0.018295404,0.008032129,0.058902276,0.003569835,0.011601963,0,0.009817046,0.001338688,0.002677376,0.002231147,0.010263275,0.036144578,0.001784917,0,0,0.002677376,0.023203927,0.001784917,0.000892459,0.000892459,0,0.004908523,0,0.004016064,0.003123606,0.001338688,0.002231147,0.002231147,0.000892459,0,0.004462294,0,0,0.020526551,0.002677376,0.001338688,0.008032129,0,0,0,0.000446229,0.004016064,0.000892459,0.001338688,0,0,0.000892459,0.000892459,0.011601963,0.001338688,0.003569835,0,0,0,0,0,0.004016064,0.000446229,0.000446229,0.00669344,0,0,0,0.001784917,0,0,0,0,0,0,0.000446229,0.000892459,0.000446229,0,0,0,0,0,0,0,0,0,myc2,not_rescued
SC.myc2.R.5.1,0.01627907,0.022674419,0.00872093,0.018023256,0.272093023,0.004651163,0.006395349,0.019186047,0.00872093,0.128488372,0.012790698,0.083139535,0.029069767,0.011627907,0.035465116,0.004069767,0,0.008139535,0.008139535,0.001162791,0.002906977,0.001162791,0.001744186,0.022093023,0.00755814,0.062209302,0.002906977,0.009883721,0,0.011627907,0.002325581,0.001744186,0.003488372,0.006976744,0.041860465,0.000581395,0,0,0.001744186,0.027906977,0.000581395,0,0,0,0.004651163,0,0.003488372,0.003488372,0.001744186,0.001744186,0.001162791,0.002325581,0,0.005232558,0.000581395,0.002325581,0.018604651,0.002906977,0.001744186,0.009302326,0,0,0,0.001162791,0.004069767,0,0.001162791,0,0.000581395,0,0.000581395,0.00755814,0.001162791,0.001162791,0,0,0,0,0,0.001744186,0,0.001162791,0.00872093,0.000581395,0,0,0,0,0,0.000581395,0,0,0,0.001162791,0,0,0,0.001162791,0,0,0,0,0,0,0,myc2,not_rescued
SC.myc2.R.5.2,0.013180516,0.017765043,0.006303725,0.017765043,0.302005731,0.006876791,0.004584527,0.015472779,0.011461318,0.125501433,0.012034384,0.087106017,0.020630372,0.014899713,0.034383954,0.00286533,0,0.007449857,0.008022923,0.003438395,0.006303725,0.001719198,0.002292264,0.023495702,0.004011461,0.055014327,0.005157593,0.008022923,0,0.008595989,0.000573066,0.00286533,0.002292264,0.006876791,0.036103152,0.001719198,0,0.000573066,0.002292264,0.019484241,0.00286533,0.000573066,0.000573066,0,0.004011461,0,0.004011461,0.007449857,0.002292264,0.004584527,0.001719198,0.001146132,0,0.005157593,0.000573066,0.001146132,0.016618911,0.003438395,0.004011461,0.005157593,0,0,0,0,0.004584527,0,0.000573066,0,0,0.000573066,0,0.013753582,0.000573066,0.001146132,0.000573066,0.000573066,0,0,0,0.001146132,0.001146132,0.000573066,0.006876791,0,0,0,0,0,0,0.001146132,0,0,0,0.001146132,0.000573066,0.000573066,0,0,0,0,0,0,0,0,0,myc2,not_rescued
SC.myc2.R.7.3,0.003846154,0.022115385,0.005769231,0.017307692,0.539423077,0.046153846,0.008653846,0.0125,0.010576923,0.105769231,0.005769231,0.050961538,0.041346154,0.001923077,0.000961538,0.002884615,0,0.002884615,0.000961538,0.002884615,0.001923077,0,0,0.026923077,0.018269231,0.001923077,0.000961538,0.001923077,0,0.001923077,0.001923077,0.010576923,0,0.003846154,0.002884615,0.005769231,0,0,0.000961538,0.000961538,0.000961538,0.000961538,0,0.000961538,0,0,0,0,0,0,0.002884615,0,0,0.001923077,0,0,0.005769231,0.000961538,0.001923077,0.001923077,0,0,0.000961538,0,0,0,0,0,0,0,0,0.002884615,0,0,0.001923077,0,0,0,0,0,0,0,0,0.001923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002884615,0,0.004807692,0.002884615,myc2,not_rescued
SC.myc2.R.7.2,0.007228916,0.054216867,0.012048193,0.006024096,0.514457831,0.03373494,0.009638554,0.014457831,0.006024096,0.108433735,0.008433735,0.057831325,0.027710843,0.002409639,0,0.002409639,0,0.002409639,0.002409639,0.002409639,0.002409639,0.003614458,0,0.010843373,0.014457831,0.004819277,0.001204819,0.002409639,0,0.002409639,0,0.008433735,0,0.001204819,0.006024096,0.001204819,0,0,0.007228916,0.007228916,0.002409639,0.002409639,0,0,0.002409639,0,0,0.002409639,0.001204819,0,0.003614458,0,0,0.003614458,0,0.003614458,0.003614458,0.001204819,0.002409639,0,0,0,0.001204819,0,0,0,0,0,0,0,0,0.003614458,0.001204819,0,0.001204819,0,0,0,0,0.001204819,0,0,0,0.004819277,0,0,0,0,0,0,0,0,0,0.001204819,0,0,0,0,0,0,0,0.006024096,0,0.002409639,0.002409639,myc2,not_rescued
SC.myc2.R.7.1,0.003436426,0.063573883,0.006872852,0.008591065,0.465635739,0.077319588,0.008591065,0.010309278,0.015463918,0.085910653,0.010309278,0.077319588,0.034364261,0,0.001718213,0.001718213,0,0.003436426,0.005154639,0.003436426,0.003436426,0,0,0.012027491,0.005154639,0.008591065,0.003436426,0.005154639,0,0.003436426,0,0.005154639,0,0.003436426,0.006872852,0.006872852,0,0,0.001718213,0.005154639,0,0.003436426,0,0,0,0,0,0.001718213,0.001718213,0,0.006872852,0,0,0.001718213,0.001718213,0.001718213,0.001718213,0,0,0.001718213,0,0,0,0,0,0,0,0,0,0,0,0.001718213,0,0.001718213,0,0,0,0,0,0,0,0,0.001718213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008591065,0,0.003436426,0.006872852,myc2,not_rescued
SC.sav.R.3.3,0.022440781,0.074525558,0.006787644,0.026596482,0.323867572,0.128134091,0.010389251,0.017592464,0.00706469,0.108602299,0.010527774,0.081590248,0.005540934,0.00290899,0.011774484,0.00041557,0,0.011913007,0.00290899,0.001800803,0.003601607,0.003047514,0.000692617,0.020639978,0.009142541,0.022579305,0.004294224,0.00374013,0,0.005679457,0.000138523,0.00207785,0.001939327,0.003878654,0.009004017,0.000277047,0,0.00041557,0.00249342,0.00249342,0.00166228,0.00041557,0.000138523,0.00124671,0.005263887,0,0.003047514,0.002354897,0.000277047,0.000554093,0.001800803,0.000277047,0,0.001523757,0.00083114,0.001108187,0.00207785,0.001939327,0.001939327,0.001800803,0.000138523,0,0.000138523,0.000138523,0.006095027,0.000138523,0,0,0.000138523,0.000554093,0.000138523,0.00249342,0.00124671,0.00207785,0.001108187,0,0,0.000138523,0.000138523,0.00083114,0.000138523,0,0.00290899,0.000277047,0,0,0,0.00041557,0,0,0.000138523,0.000138523,0.000138523,0.00041557,0,0,0,0.000138523,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.3.1,0.01905606,0.066253047,0.007090627,0.029692001,0.4059384,0.054509196,0.009306448,0.020163971,0.007976955,0.113450033,0.008198538,0.069576778,0.007755373,0.001551075,0.008863284,0.00110791,0,0.009084866,0.002437403,0.003988478,0.005761135,0.002437403,0.001329493,0.022379792,0.00842012,0.017504986,0.002215821,0.001772657,0,0.003323731,0.000664746,0.003766896,0.001994239,0.003102149,0.008198538,0.00110791,0,0.000221582,0.004653224,0.015953911,0.003102149,0.00110791,0.000443164,0.001772657,0.005539552,0,0.003766896,0.002437403,0.000664746,0.001551075,0.001994239,0.000664746,0,0.000664746,0,0.00110791,0.001994239,0.001551075,0.003988478,0.001551075,0,0,0,0,0.001994239,0,0.000886328,0,0,0,0.000443164,0.002437403,0,0.000664746,0.000443164,0,0,0.000221582,0,0.000221582,0.000221582,0,0.007090627,0,0,0,0.000221582,0,0,0,0.000221582,0,0,0.000221582,0,0,0,0,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.3.2,0.04124182,0.015370568,0.009739766,0.036676305,0.422462335,0.020392634,0.010348501,0.015370568,0.006239537,0.171206818,0.009587582,0.069091462,0.005022067,0.002434941,0.008674479,0.000304368,0,0.02221884,0.003195861,0.002434941,0.004565515,0.002891493,0.001521838,0.029675848,0.00715264,0.01308781,0.001826206,0.001065287,0,0.004565515,0,0.00197839,0.006239537,0.002587125,0.005326434,0.000304368,0,0.000456552,0.002434941,0.001369655,0.002587125,0.001217471,0.000304368,0.001826206,0.006239537,0,0.002434941,0.004108964,0.000304368,0.000913103,0.001521838,0.000456552,0,0.000456552,0.000456552,0.001369655,0.002282758,0.000760919,0.002282758,0.000913103,0.000152184,0,0,0,0.001521838,0,0,0,0,0.000304368,0,0.000913103,0.000152184,0.000456552,0.001521838,0,0,0.000152184,0,0.001065287,0.000152184,0,0.003804596,0,0,0.000304368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.5.1,0.005726557,0.017179671,0.005726557,0.01861131,0.440944882,0.022906228,0.010021475,0.01861131,0.005726557,0.094488189,0.009305655,0.071581961,0.010737294,0.002863278,0.009305655,0.002147459,0,0.007158196,0.002147459,0.004294918,0.004294918,0.005010737,0.001431639,0.016463851,0.003579098,0.051539012,0.00071582,0.007874016,0,0.004294918,0.001431639,0,0,0.004294918,0.030780243,0,0,0,0.005726557,0.022906228,0.005726557,0.00071582,0,0.001431639,0.005010737,0,0.005010737,0.002863278,0.001431639,0.00071582,0.00071582,0.002863278,0,0.005726557,0,0.004294918,0.005010737,0.00071582,0.003579098,0.002863278,0,0,0,0.00071582,0.002863278,0.00071582,0.00071582,0,0,0.00071582,0.00071582,0.002147459,0,0.003579098,0.001431639,0,0,0,0,0.001431639,0,0,0.012168933,0,0,0,0.001431639,0,0,0,0,0,0,0.001431639,0.00071582,0,0,0.00071582,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.5.2,0.00729927,0.058394161,0.008029197,0.018978102,0.406569343,0.048905109,0.010218978,0.022627737,0.008759124,0.119708029,0.00729927,0.051824818,0.005109489,0.002189781,0.013138686,0.001459854,0,0.00729927,0.003649635,0.002919708,0.002189781,0.002189781,0.000729927,0.035036496,0.003649635,0.045985401,0,0.002919708,0,0.005109489,0.002919708,0.003649635,0,0.006569343,0.006569343,0.000729927,0,0,0.005839416,0.016788321,0.002189781,0,0,0,0.002189781,0,0.004379562,0.002189781,0.001459854,0,0.002189781,0,0,0.002189781,0,0.005839416,0.003649635,0.003649635,0.000729927,0.002189781,0.000729927,0,0,0.000729927,0.001459854,0,0,0,0,0,0,0.005109489,0,0.002189781,0.000729927,0,0,0,0,0,0,0,0.009489051,0,0,0,0.000729927,0,0,0,0,0,0,0,0,0.000729927,0,0,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.5.3,0.006756757,0.047297297,0.006274131,0.024131274,0.387548263,0.039092664,0.008204633,0.028957529,0.006274131,0.116795367,0.004826255,0.061776062,0.00965251,0.002413127,0.015444015,0.002413127,0,0.006274131,0.003378378,0.004826255,0.003861004,0.001447876,0.001447876,0.034749035,0.003861004,0.042953668,0.000965251,0.004343629,0,0.00530888,0.001447876,0.002413127,0,0.003861004,0.012065637,0.000965251,0,0,0.004826255,0.018822394,0.004343629,0.000965251,0.000482625,0.003378378,0.002413127,0,0.001930502,0.001930502,0.001447876,0.000482625,0.002413127,0,0,0.003378378,0,0.003378378,0.006756757,0.001930502,0.003861004,0.002895753,0.001447876,0,0.000482625,0.000482625,0.001930502,0,0,0,0.000482625,0,0,0.002413127,0.000482625,0.002895753,0.001930502,0,0,0,0,0,0.000482625,0,0.013996139,0,0,0,0.001930502,0,0,0,0,0,0,0.002895753,0,0.000482625,0,0,0,0,0,0,0,0,0,sav,not_rescued
SC.sav.R.6.3,0.002702703,0.019369369,0.012012012,0.012462462,0.551501502,0.024624625,0.009309309,0.02012012,0.004204204,0.116516517,0.008708709,0.048348348,0.020870871,0.001951952,0.003303303,0.000750751,0,0.000900901,0.003303303,0.002852853,0.005855856,0.003153153,0.000600601,0.03048048,0.012912913,0.009009009,0.000900901,0.002402402,0,0.003453453,0.00045045,0.004354354,0.00015015,0.00045045,0.003303303,0.000900901,0,0,0.004054054,0.005705706,0.001201201,0.000750751,0,0.001201201,0.000600601,0.00015015,0.001201201,0.003303303,0.000900901,0.000900901,0.000900901,0.000750751,0,0.003603604,0.00015015,0.001501502,0.001051051,0.001351351,0.001051051,0.001201201,0.00015015,0,0.00015015,0,0.00045045,0,0.0003003,0,0,0.00015015,0.00015015,0.002252252,0,0.001651652,0.001201201,0,0,0,0,0.000600601,0.00015015,0,0.005705706,0.00045045,0,0,0,0,0,0,0,0,0,0.00045045,0,0,0,0,0,0,0,0.008108108,0,0.003603604,0.000750751,sav,not_rescued
SC.sav.R.6.1,0.005622657,0.022282382,0.013536027,0.016347355,0.49396085,0.025718451,0.011765931,0.017596835,0.004581424,0.109850062,0.009371095,0.063411079,0.022282382,0.002082466,0.003540192,0.00062474,0,0.001874219,0.003331945,0.002707205,0.005830904,0.002707205,0.001249479,0.026759683,0.011245314,0.020199917,0.00062474,0.002290712,0,0.003436068,0.001249479,0.005206164,0.00093711,0.000728863,0.007184506,0.001145356,0,0,0.004269055,0.012494794,0.002915452,0.000416493,0.000520616,0.001145356,0.001770096,0.00031237,0.002498959,0.004060808,0.00093711,0.001353603,0.001665973,0.001249479,0,0.003331945,0.000208247,0.001145356,0.003331945,0.001561849,0.001561849,0.001978342,0,0,0.000104123,0.000208247,0.000520616,0.00031237,0.000104123,0,0,0,0,0.003227822,0.00031237,0.001770096,0.002707205,0,0,0,0,0.000832986,0,0.000104123,0.008017493,0.000728863,0,0,0.000416493,0,0,0,0,0,0,0.000520616,0,0,0,0,0,0,0,0.006559767,0,0.003123698,0.000416493,sav,not_rescued
SC.sav.R.6.2,0.002705714,0.023078147,0.015915964,0.014961006,0.520133694,0.028012096,0.011459494,0.020690753,0.007639663,0.120324686,0.007639663,0.051726882,0.021486551,0.001750756,0.003024033,0.000477479,0,0.002705714,0.001909916,0.003501512,0.004774789,0.002705714,0,0.029444533,0.015279325,0.012414452,0.001114117,0.001432437,0,0.003660672,0.000477479,0.004933949,0.000318319,0.000318319,0.003978991,0.000636639,0,0.00015916,0.003183193,0.007957982,0.002546554,0.000636639,0.00015916,0.001432437,0.001909916,0.00015916,0.002069075,0.002228235,0.00015916,0.000477479,0.002387395,0.000477479,0,0.002228235,0,0.001750756,0.001909916,0.001273277,0.001114117,0.002387395,0.00015916,0,0.000477479,0.000318319,0.000318319,0,0.00015916,0,0,0,0,0.001750756,0,0.001114117,0.001114117,0,0,0,0,0.000318319,0,0,0.005888907,0.00015916,0,0,0.000318319,0,0,0,0,0,0,0.000636639,0,0,0,0,0,0,0,0.006684705,0,0.003183193,0.00015916,sav,not_rescued
SC.sid2.R.1.1,0.037958451,0.040266735,0.009489613,0.124134393,0.220825853,0.053347012,0.03026417,0.036163119,0.013849705,0.069505001,0.029238266,0.073095666,0.060015389,0.009489613,0.002821236,0.000256476,0,0,0.00256476,0.006155424,0.005385996,0.004103616,0.000512952,0.02513465,0.021031034,0.00256476,0.010259041,0.009489613,0,0.003590664,0.006155424,0.009233137,0,0.001025904,0.015388561,0,0.000256476,0,0.002051808,0.00384714,0.004360092,0.002308284,0,0.003334188,0.003334188,0,0.005898948,0.004360092,0.001025904,0.000512952,0.004360092,0.002821236,0,0,0.000512952,0.000512952,0.00512952,0.001538856,0.000769428,0,0,0,0,0,0.001538856,0,0.000512952,0,0,0,0.00128238,0.004103616,0,0.00384714,0.001795332,0.000256476,0,0,0,0.000769428,0.000256476,0,0.004103616,0,0,0.000512952,0,0,0.000256476,0,0,0,0,0.000512952,0,0,0,0,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.1.3,0.02915589,0.046085116,0.010580767,0.103456384,0.251351987,0.051728192,0.01645897,0.038325888,0.014107689,0.097343052,0.019280508,0.075241006,0.067716906,0.006818716,0.002821538,0.000705384,0.000235128,0.000470256,0.001410769,0.002821538,0.005172819,0.005172819,0.000235128,0.030331531,0.013637432,0.008229485,0.007994357,0.007053844,0,0.003291794,0.003526922,0.003056666,0.001175641,0.001645897,0.009640254,0.001175641,0.000235128,0,0.005172819,0.001645897,0.003526922,0.001881025,0,0.000470256,0.008229485,0,0.00258641,0.004937691,0,0.000940513,0.002351281,0.002116153,0,0,0.000705384,0.001175641,0.001881025,0.007053844,0.001645897,0.000705384,0,0,0,0,0.003056666,0,0.000705384,0,0,0,0.000705384,0.003056666,0,0.001175641,0.002351281,0,0,0,0,0.000235128,0,0.000705384,0.003056666,0,0,0.000235128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.1.2,0.030403371,0.038832029,0.010836845,0.106562312,0.367248645,0.052679109,0.015051174,0.028898254,0.018061409,0.092414208,0.017760385,0.048765804,0.051776039,0.003010235,0,0.001806141,0,0.000602047,0.000602047,0.001806141,0.004515352,0.003612282,0.000301023,0.026490066,0.016857315,0.000301023,0.003010235,0.002408188,0,0.003311258,0.001505117,0.004214329,0.000301023,0.001204094,0.004214329,0,0,0.000301023,0.002107164,0.001204094,0.002408188,0.002107164,0,0,0.001505117,0,0.002107164,0.003311258,0,0.000301023,0.001806141,0.00090307,0,0,0,0.000301023,0.004214329,0.001806141,0.000301023,0.000602047,0.001204094,0,0,0,0.001806141,0,0.000301023,0,0,0.000301023,0.000602047,0.001806141,0,0.000602047,0.00090307,0,0,0,0,0,0,0,0.004214329,0,0,0.003612282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.4.3,0.012387653,0.034032383,0.007775945,0.037634228,0.364358569,0.01763894,0.009358064,0.019086411,0.007237351,0.0904164,0.012757936,0.10115461,0.01747063,0.007170027,0.032955196,0.001582119,3.37E-05,0.011613424,0.003500858,0.00336621,0.003265224,0.002827616,0.001851415,0.020432895,0.00754031,0.044736931,0.002255361,0.001514794,0,0.006463123,0.001582119,0.002928603,0.002692968,0.002154374,0.014003434,0.001716767,0,0.000336621,0.003231562,0.011074831,0.002928603,0.002120712,0.000201973,0,0.003871141,6.73E-05,0.003265224,0.003265224,0.00127916,0.001716767,0.002053388,0.001009863,0,0.002625644,0.000572256,0.002255361,0.016932036,0.003770155,0.004544383,0.004477059,3.37E-05,0,3.37E-05,0.000100986,0.000908877,0,0.000740566,0,3.37E-05,0.000235635,0.000336621,0.004981991,0.000437607,0.001312822,0.000875215,3.37E-05,0,0.000134648,0,0.000875215,0.000269297,6.73E-05,0.007069041,0.00016831,0,0.000100986,0.000269297,6.73E-05,3.37E-05,0,0,0,3.37E-05,0.001178173,0.000269297,3.37E-05,0,0.000269297,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.4.1,0.015622675,0.032822497,0.007617914,0.042136587,0.337806874,0.017467639,0.010653177,0.018657938,0.007647671,0.087219164,0.013361107,0.118315727,0.017735456,0.007231067,0.032138075,0.001636661,5.95E-05,0.011545901,0.004255319,0.003898229,0.00354114,0.002440113,0.002202053,0.022556167,0.008778456,0.045112334,0.002142538,0.001934236,0,0.006219313,0.000952239,0.003094778,0.002499628,0.001755691,0.013837227,0.001279571,2.98E-05,0.00023806,0.003035263,0.010653177,0.003154293,0.001696176,0.00035709,0,0.003124535,5.95E-05,0.004314834,0.004166047,0.001130784,0.002350841,0.002112781,0.000743937,0,0.002529386,0.000535635,0.002321083,0.01639637,0.004314834,0.004017259,0.00577295,0.000178545,0,5.95E-05,2.98E-05,0.001755691,5.95E-05,0.001041512,0,0,0.000565392,0.00047612,0.00354114,0.00023806,0.000922482,0.000624907,0,0,5.95E-05,2.98E-05,0.001339086,0.000535635,5.95E-05,0.007022764,0.000178545,0,0.00011903,0.000178545,8.93E-05,5.95E-05,2.98E-05,0,5.95E-05,8.93E-05,0.000952239,0.000208302,2.98E-05,0,0.00023806,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.4.2,0.014722421,0.03183042,0.00742937,0.042735917,0.346045053,0.015063218,0.010428382,0.018811982,0.007974645,0.086494223,0.014483863,0.118154245,0.017619194,0.00742937,0.031387384,0.001397267,0,0.011109975,0.004396278,0.003305729,0.003510207,0.003101251,0.001295028,0.021299799,0.008758477,0.044337661,0.002555976,0.001601745,0,0.006645537,0.001124629,0.003476127,0.002487817,0.002044781,0.013427393,0.001192789,6.82E-05,0.000408956,0.003101251,0.009951266,0.00313533,0.002760454,0.000408956,0,0.004089561,0,0.003816924,0.004702996,0.000988311,0.002181099,0.001976621,0.000954231,0,0.002624135,0.000579355,0.001533586,0.017107999,0.004055482,0.004498518,0.00422588,3.41E-05,0,0,0,0.001329107,6.82E-05,0.000783833,3.41E-05,0,0.000681594,0.000443036,0.004123641,0.000170398,0.000886072,0.000613434,0,0,3.41E-05,0,0.001260948,0.000340797,3.41E-05,0.005998023,0.000170398,0,6.82E-05,0.000238558,6.82E-05,3.41E-05,0,0,6.82E-05,0,0.001226868,0.000170398,0.000102239,0,0.000170398,0,0,0,0,0,0,0,sid2,rescued
SC.sid2.R.7.1,0.005582923,0.079146141,0.021018062,0.011494253,0.439408867,0.075533662,0.008866995,0.025615764,0.007881773,0.061740558,0.006239737,0.067980296,0.036781609,0.003940887,0,0.000985222,0,0.001970443,0.003940887,0.002627258,0.005254516,0.004269294,0,0.042036125,0.019376026,0.004269294,0.002627258,0.002627258,0,0.002627258,0.000328407,0.005254516,0.000328407,0.000328407,0.006568144,0.000656814,0,0,0.001313629,0.003284072,0.002627258,0.002298851,0,0.000328407,0.000328407,0.000985222,0,0.004269294,0,0.000656814,0.001313629,0.001642036,0,0.000985222,0.001313629,0,0.001642036,0.000985222,0,0,0,0,0.000328407,0.000656814,0,0.000328407,0.000328407,0,0,0,0,0.005582923,0.000328407,0.000656814,0.000328407,0,0,0.000328407,0,0.000328407,0,0,0.000328407,0,0,0,0,0,0,0,0,0,0,0,0,0.000328407,0,0,0,0,0,0.001642036,0,0.005582923,0.001642036,sid2,rescued
SC.sid2.R.7.2,0.00641994,0.081570997,0.020392749,0.01397281,0.401435045,0.086102719,0.004154079,0.028700906,0.01397281,0.070241692,0.009063444,0.066087613,0.040785498,0.006797583,0.000377644,0.001510574,0,0.000377644,0.002643505,0,0.00755287,0.003021148,0,0.047960725,0.019637462,0.002265861,0.001888218,0.002265861,0,0.004154079,0.001132931,0.006042296,0.001132931,0.000755287,0.003021148,0.002643505,0,0,0.001888218,0.003776435,0.003021148,0.001510574,0,0.000755287,0,0,0.000377644,0.002265861,0,0.000755287,0.001510574,0.000377644,0,0.001510574,0,0,0.002265861,0.000377644,0,0,0,0,0,0.000755287,0,0,0.000377644,0,0,0,0.000377644,0.003776435,0.000377644,0.001510574,0.001510574,0,0,0,0,0,0,0,0,0.000377644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755287,0,0,0,0.001888218,0,0.005664653,0.004154079,sid2,rescued
SC.sid2.R.7.3,0.003491078,0.072924748,0.016679597,0.015128006,0.402249806,0.090768037,0.010085337,0.028704422,0.01124903,0.068657874,0.009309542,0.077579519,0.041117145,0.007757952,0,0.000387898,0,0.001163693,0.002715283,0.001163693,0.006206362,0.003878976,0.000387898,0.044608223,0.016291699,0.003878976,0.00155159,0.003103181,0,0.00155159,0,0.008533747,0,0.001163693,0.006982157,0.000387898,0,0.000387898,0.003103181,0.003491078,0.002327386,0.00155159,0,0,0,0,0.000775795,0.002327386,0.000775795,0.000387898,0.00155159,0.001939488,0,0.001939488,0.000387898,0.000387898,0.000775795,0.001163693,0,0.000387898,0,0,0.000387898,0.000775795,0,0.000387898,0,0,0,0,0,0.003103181,0.000775795,0.000775795,0.000775795,0,0,0,0,0,0,0,0,0.000775795,0,0,0,0,0,0,0,0,0,0.000387898,0,0,0,0,0,0,0,0.002715283,0,0.004266874,0.00155159,sid2,rescued
